"ENSG00000186205.12","-0.727"
"ENSG00000135447.16","-0.729"
"ENSG00000176720.4","-0.729"
"ENSG00000122378.13","-0.731"
"ENSG00000131471.6","-0.731"
"ENSG00000131943.17","-0.732"
"ENSG00000185000.10","-0.732"
"ENSG00000198712.1","-0.733"
"ENSG00000165269.12","-0.734"
"ENSG00000187288.10","-0.735"
"ENSG00000172137.18","-0.739"
"ENSG00000132170.19","-0.74"
"ENSG00000133317.14","-0.742"
"ENSG00000009950.15","-0.743"
"ENSG00000184601.10","-0.744"
"ENSG00000135424.15","-0.745"
"ENSG00000175445.14","-0.757"
